n,R,Method,Constraint,violation
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,"StochOptForest
(apx-risk)",no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandSplitForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
400,0.1,RandForest,no,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",yes,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-soln)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",yes,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,"StochOptForest
(apx-risk)",no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandSplitForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
800,0.1,RandForest,no,0.0
